Item,Date,Ada,Adams,Bannock,Bear Lake,Benewah,Bingham,Blaine,Boise,Bonner,Bonneville,Boundary,Butte,Camas,Canyon,Caribou,Cassia,Clark,Clearwater,Custer,Elmore,Franklin,Fremont,Gem,Gooding,Idaho,Jefferson,Jerome,Kootenai,Latah,Lemhi,Lewis,Lincoln,Madison,Minidoka,Nez Perce,Oneida,Owyhee,Payette,Power,Shoshone,Teton,Twin Falls,Valley,Washington,year
Climate,1/1/1994,1.573572077,-2.756824904,0.141854267,-0.652605383,-2.477255429,0.497483129,-2.093928119,-1.132229242,-2.743822886,0.112813097,-2.769464238,-0.196616802,-2.767954585,1.810945924,-1.535321144,0.178704635,-0.446448261,-2.475130028,-2.717094454,-1.864291412,0.077315798,-1.657877274,0.748129858,-2.449444938,-2.907944066,1.419190003,-2.048885716,-2.443372583,-2.486247416,-2.273240443,-2.474761085,-2.255906358,0.96975963,-0.683897331,-2.668714834,0.631789687,-1.224329058,1.251905878,0.749268964,-2.190716524,1.079966607,-1.762842714,-3.153285358,-1.367295695,1994
Climate,2/1/1994,1.405600063,-2.757912992,0.20121066,-0.875843132,-2.860368044,0.65114311,-1.81040055,-2.030358184,-2.806177602,0.200635037,-2.755121062,-0.238957457,-2.8665403,1.678031787,-1.663327336,0.307539391,-0.652148008,-2.639847231,-2.821985404,-2.030431295,0.01253402,-0.972580962,0.231645628,-1.994524309,-2.923468038,1.425576729,-1.424582186,-2.872225137,-2.79366357,-2.717576493,-2.704637281,-1.626745277,1.052395683,-0.144670324,-2.762882361,0.64406617,-0.951318207,1.074364682,0.939091021,-2.338916355,1.468485939,-1.369851665,-3.254621891,-1.289414268,1994
Climate,3/1/1994,-3.105331564,-3.749854807,-2.409027534,-2.062688885,-3.706669756,-2.605071446,-3.297230422,-3.721996202,-3.376803212,-2.526828764,-3.283184618,-3.107344298,-3.877359944,-2.808935069,-2.607756781,-2.572492657,-3.031553028,-3.492232846,-3.692269994,-3.637648284,-1.968552194,-2.660847967,-3.283073962,-3.239355037,-3.735241038,-2.950433215,-2.912256087,-3.564576286,-3.641456128,-3.936773281,-3.640575435,-3.22580335,-2.516949796,-2.780415588,-3.720859857,-2.305925907,-2.874832041,-2.771988124,-2.519159078,-3.021984962,-0.294857699,-2.952571074,-4.046703238,-3.204992997,1994
Climate,4/1/1994,-3.23363471,-3.382371737,-2.975358194,-2.653296656,-3.406876344,-3.396580612,-3.380661375,-3.499581528,-3.103032108,-3.1942098,-3.11718911,-3.729457154,-3.618277823,-2.951139755,-2.935594413,-2.524130952,-3.637172613,-3.169904122,-3.592406749,-3.46710049,-2.320626176,-3.024713021,-3.304560283,-3.146049834,-3.452807485,-3.968122596,-2.660464451,-3.283968274,-3.380081463,-4.007120326,-3.366579287,-3.310548887,-3.269060681,-2.727324502,-3.643110903,-2.708968939,-2.868787375,-3.032798831,-3.060968755,-2.882678229,-2.337510702,-2.69892805,-3.787884107,-3.144385379,1994
Climate,5/1/1994,-2.817369767,-2.955515765,-3.560436925,-3.397112401,-3.295760293,-3.578818215,-3.218189477,-3.149589048,-3.015010924,-3.597441375,-3.06903526,-3.750485981,-3.542398865,-2.176003869,-3.501826663,-2.362995812,-4.133053987,-3.12810667,-3.676965439,-3.261182904,-2.948517099,-3.264860869,-3.027572953,-2.856843775,-3.424335361,-4.147551999,-2.280331134,-3.193929937,-3.345335235,-4.375411105,-3.457822042,-2.940997633,-3.754879657,-2.405193856,-3.911089284,-3.093048845,-2.327715727,-2.41309822,-3.129044732,-2.793563892,-2.448913945,-2.372449577,-3.390085799,-2.8613804,1994
Climate,6/1/1994,-3.354187354,-3.307100913,-4.112354068,-4.143769037,-3.201442358,-4.11295009,-3.729393504,-3.639739509,-2.620058047,-4.223875977,-2.6151299,-4.301364249,-3.947286785,-2.756976285,-4.197784475,-3.156072503,-4.616349241,-2.908334506,-4.299197285,-3.744146209,-3.624991945,-3.696212857,-3.48704009,-3.342550942,-3.45025878,-4.591871874,-2.854652151,-3.015810068,-3.372603024,-4.931090406,-3.404937006,-3.420099167,-4.22689705,-3.028030233,-4.072642224,-3.733529076,-3.01203116,-2.93571566,-3.725349348,-2.554932888,-3.072571629,-3.079727449,-3.765268453,-3.310767039,1994
Climate,7/1/1994,-3.391320946,-3.494498453,-4.37048264,-4.50052732,-3.570003641,-4.189839247,-3.834294928,-3.832513967,-3.011183491,-4.428970121,-2.977213361,-4.228404209,-4.082391551,-2.78497736,-4.513701227,-3.557823807,-4.407295254,-2.984387448,-4.221670403,-3.838397775,-3.979969666,-3.825155188,-3.460580371,-3.419847933,-3.480945552,-4.484127785,-2.946977816,-3.472553583,-3.76118246,-4.434219469,-3.852029749,-3.469865156,-4.32346796,-3.169819511,-4.337528111,-4.073637937,-3.170213508,-2.883169532,-3.986241865,-2.73224354,-3.43095664,-3.314050936,-3.99407167,-3.227660877,1994
Climate,8/1/1994,-3.662620399,-3.836805358,-4.060555632,-4.255968342,-4.16409728,-3.901315398,-3.859428006,-4.142948841,-3.649953912,-4.074933378,-3.678207308,-4.235857245,-4.190892835,-3.192569288,-4.159812027,-3.588288247,-4.622910969,-3.647123569,-4.536940593,-3.991375278,-3.809493501,-3.910906789,-3.748731387,-3.49084428,-4.089021555,-4.334206412,-2.968284562,-4.083565862,-4.276747318,-4.96373577,-4.352862003,-3.455888899,-4.100878617,-3.156951016,-4.78187703,-3.918814961,-3.497225078,-3.201829364,-3.776494892,-3.452284644,-3.259416687,-3.435541309,-4.42446525,-3.505980097,1994
Climate,9/1/1994,-3.943318572,-4.131837722,-4.09951977,-4.397312611,-4.352504686,-4.030936482,-3.852976563,-4.41294902,-3.821277512,-4.35022352,-3.94661915,-4.448525535,-4.210549467,-3.591546588,-4.284650826,-3.232724056,-5.215471818,-4.063480528,-4.904688704,-4.049928485,-3.952741728,-4.446025792,-4.043558743,-3.338487331,-4.555010981,-4.718524252,-2.738481188,-4.196439978,-4.488922308,-5.595587072,-4.651327303,-3.258538093,-4.519324412,-2.951993502,-4.996655905,-3.837749398,-3.519269647,-3.536520097,-3.643900009,-3.78594285,-3.772027252,-3.101531147,-4.777647002,-3.783652635,1994
Climate,10/1/1994,-3.508692728,-3.736430944,-2.668364147,-2.842324968,-2.805256601,-2.663039807,-2.979501261,-3.939440822,-2.707359166,-2.795581381,-3.10561118,-3.361093336,-3.508802475,-3.118812936,-2.764616843,-2.41978454,-3.881553809,-2.838071731,-4.001887701,-3.506787671,-2.497500965,-3.062837336,-3.602725774,-2.714223203,-3.637947411,-3.360576144,-1.968013691,-2.762482751,-3.023936118,-4.409700058,-3.401109721,-2.448380988,-2.966918606,-2.074588158,-3.645428484,-2.653988545,-3.064956722,-3.097381899,-2.443556384,-2.329342205,-2.25303714,-2.505564845,-4.199781788,-3.370693901,1994
Climate,11/1/1994,-1.829486813,-2.723161336,-1.845223175,-2.018672193,-1.298419165,-1.814686271,-2.393891151,-2.814692618,-1.973754355,-1.963048124,-2.649895392,-2.695593307,-2.795990997,-1.400077741,-2.029541422,-1.576560485,-3.083979426,-1.77755694,-3.52834559,-2.345296586,-1.51885994,-2.073753925,-2.054593928,-1.551566462,-2.905083611,-2.446826552,-0.997093036,-1.625148312,-1.360596846,-3.981390635,-1.90034759,-1.639306347,-2.049271542,-1.263045429,-2.145341191,-1.735577209,-1.448189783,-1.406686475,-1.677832726,-1.181522469,-1.263608395,-1.373868486,-3.479411426,-1.909680687,1994
Climate,12/1/1994,-0.976624016,-2.531221473,-1.620037649,-1.998778105,1.704872115,-1.389136146,-2.125573475,-2.348531555,-1.304797983,-1.389719014,-2.094885148,-2.253170207,-2.515348153,0.528148491,-1.803935876,-1.367983384,-2.128030534,-0.118982861,-3.280194539,-1.79557565,-1.454077825,0.642078296,-1.417406294,-1.211912324,-2.638040087,-1.689504971,-0.578206015,-0.169922327,1.916702336,-3.76039176,-1.020798598,-1.37098437,-0.81929675,-0.86202596,-1.361575129,-1.585468346,0.012743548,0.604710405,-1.438233596,1.378248239,2.058638446,-1.027177845,-3.30008921,-1.455282784,1994
Climate,1/1/1995,2.444111495,-1.381794065,-0.483635382,-1.332277833,3.245481481,1.516309598,0.831254024,-0.402339042,-0.167858173,1.118905289,-1.651703921,0.13115442,0.168752981,2.831742143,-0.888646508,0.240763762,0.869461146,0.798232924,-1.887855298,1.032622694,0.217739245,3.468994144,2.043243663,2.521567759,-2.22904818,1.655357738,2.509891014,2.727354471,3.340933885,-2.860971555,2.334514213,2.321575514,2.888046872,2.263242957,0.488055622,-0.346929053,2.335174699,2.854383303,0.661877591,1.732167084,3.156419561,1.643359123,-2.361241542,2.005600586,1995
Climate,2/1/1995,1.654614659,-1.565882628,-0.664995142,-0.103940147,2.890723851,1.115764319,0.236435123,-0.729119077,0.088690032,1.903699284,-1.475114336,-0.010620934,-0.189239127,1.877130634,0.047965148,-0.766286226,1.160295222,0.630106666,-2.005531965,0.417545841,1.357135824,2.905179867,1.279193115,1.347203338,-2.12576324,2.258271985,1.218583577,2.523135381,3.065228084,-2.738380311,2.400170365,1.200647206,2.715159475,1.080380893,0.89679504,-0.806903752,1.180813108,1.807511796,-0.150018041,1.566973774,2.768182177,0.594568956,-2.480491025,1.084122322,1995
Climate,3/1/1995,1.986461445,-0.912345762,2.275904797,2.800605007,3.330684748,2.523437949,1.967017505,-0.027680998,2.182276067,3.281443343,0.656474233,2.765057597,1.748861696,2.040769195,2.984067825,0.016745474,3.896110466,1.14783993,0.317783543,1.193439522,2.596142108,4.330662599,1.490812053,1.565261403,-1.293926329,3.212616603,1.469394994,3.070385525,3.327514829,-1.076303643,2.617308283,1.734850237,3.773461922,1.465501489,1.771652961,1.203369254,0.624864974,2.020591457,1.139447047,2.328464541,4.063019404,0.863900445,-1.516147116,1.46612966,1995
Climate,4/1/1995,2.267714925,0.947431529,2.180183441,2.579809331,3.103561383,2.709514065,2.034310217,1.620123775,1.891549944,3.438086968,0.514348394,3.086929355,1.86493815,2.018514716,2.754628576,-0.179619142,4.533558205,1.200555383,1.465535702,1.579123115,2.426178719,4.745631767,2.104309495,1.348465585,-0.354828844,3.985361108,1.234506769,2.748614462,3.226109965,0.632837509,2.87378492,1.908272228,4.115853204,1.413653103,2.836199125,1.377433905,0.157923452,2.220537774,1.259959103,2.133783673,4.361291348,0.260569245,-0.703806904,2.096543838,1995
Climate,5/1/1995,3.248554797,1.821415495,2.943527509,3.575835278,2.408187496,3.499127333,3.278541667,2.563340481,1.158604059,4.117542618,-0.485477884,4.141426574,2.983174415,2.843935224,3.528416846,1.865685874,5.324984768,0.632726086,3.264557808,2.582376147,3.330754786,4.799290216,2.94352446,2.50152572,-0.393534016,4.877196317,2.645129073,2.060333564,2.534072653,2.855595668,2.217470291,3.072617591,4.776970003,2.653534244,2.431355305,2.43514573,2.010515693,2.933864664,2.282856709,1.431893849,4.624308142,2.191969495,1.41323205,2.882549266,1995
Climate,6/1/1995,3.722674381,2.625211398,3.697851823,4.576702103,3.226233635,4.317210191,4.643081584,3.353323654,1.927132253,4.661867856,0.877812661,5.495526857,4.198595126,3.146975692,4.217709005,3.352698982,6.24234207,1.708653996,4.753863999,3.52754687,4.07544884,5.137291472,3.569279882,3.499740487,1.710020611,5.519363834,3.901546577,2.861242675,3.426810178,4.505863584,3.221640391,4.209580947,5.3452537,3.960629738,3.536114384,3.287005388,2.80821878,3.209010624,3.390059323,2.379103656,4.991887421,3.490762997,2.648443033,3.39871582,1995
Climate,7/1/1995,3.90906194,3.494096492,3.396281562,4.661638297,3.550256716,3.957790059,4.86239174,4.463351083,1.994832223,4.968045039,1.074536022,5.300334819,4.874730715,3.432448914,4.369061585,2.949480473,6.470103378,2.455748974,5.532876362,3.921474923,3.914888973,5.46844572,4.079027755,3.20967013,2.557431747,5.297944747,3.523797832,3.025345703,3.896250861,5.122262991,3.830193132,3.788206832,5.626629808,3.533900571,3.998270053,2.88518755,2.800834368,3.538309104,2.92707267,2.76612057,5.785014414,3.13643383,3.777497924,3.850133298,1995
Climate,8/1/1995,3.279452508,3.72684177,2.571969508,3.743604891,3.683263635,3.071279726,3.809073484,4.022511961,1.797106283,4.030828339,0.929458163,4.116991452,3.915658683,2.844165062,3.421613981,2.060428702,5.417573827,2.796957251,4.533691039,3.204455218,3.081046413,4.660074325,3.720260204,2.425456217,2.830416872,4.2822669,2.717801329,2.913798899,4.107851888,4.238033583,4.135410931,2.897922216,4.718553526,2.631037958,4.138635209,2.089579487,1.990411359,3.133499439,2.076755042,2.927602774,4.909971502,2.274357197,3.821778198,3.682216546,1995
Climate,9/1/1995,2.362756803,2.800155373,1.883589384,2.983199396,3.752234417,2.273677173,2.868945813,3.021895828,1.902020369,3.209313281,1.053868602,3.216676055,2.947617815,1.929172661,2.665897932,1.444894436,4.433168287,2.901738107,3.506860976,2.340496476,2.348085323,3.702718568,2.762744075,1.672205921,2.577225526,3.358787239,1.997932827,3.045581199,4.000227539,3.598372713,3.784768939,2.136338345,3.740835579,1.909424063,3.813151438,1.481834538,1.13686594,2.24461243,1.436589566,3.049344315,4.034513191,1.619428333,2.902832877,2.753363545,1995
Climate,10/1/1995,2.087938568,2.850816085,1.114673461,2.083011819,4.548315938,1.607993704,2.252953972,2.630104581,2.806493823,2.535206421,2.194860965,2.619023768,2.407712915,1.726534837,1.855340678,0.40943621,4.032778118,3.873842819,2.9709658,1.939526248,1.461426045,3.499660983,2.47436592,1.273048165,3.189312304,2.805399578,1.485227043,3.832652674,4.84146906,3.28423468,4.748579163,1.619883937,3.20503378,1.348363644,4.727567179,0.47884337,0.539489603,2.0352066,0.294250602,4.073281156,3.521245827,1.139130041,2.750588192,2.583323797,1995
Climate,11/1/1995,1.953862556,2.688114499,-1.902442661,0.607001059,5.138370964,-0.255467508,1.1926389,2.114519411,3.250777276,1.971235735,2.961933095,1.357132004,1.814816079,1.572133194,0.15984257,-1.250311788,2.837008885,5.227018623,2.29036203,1.618875311,-1.101759885,3.061873533,2.209566826,1.033002646,4.108028994,1.561209349,1.077397164,4.01963001,5.659387827,2.864238842,5.716860874,1.019267004,2.52642217,-0.01879732,5.489554116,-2.01839646,0.039510878,1.840662508,-1.995740373,5.133389165,3.262797288,0.187254251,2.616283288,2.345447204,1995
Climate,12/1/1995,2.476422238,3.376728197,-1.467010514,0.523592875,5.565134285,0.109370682,1.768058244,2.708535221,3.698235548,2.020031897,3.370224765,1.647220176,2.451663965,2.111911873,0.342434739,-0.668824337,2.57141004,6.056829487,2.661201458,2.25188633,-1.050242851,2.752763529,2.820603201,1.693101322,5.016243346,1.532771252,1.721246023,4.319283374,6.178439655,3.030950226,6.40120537,1.690580475,2.391092436,0.677051081,5.770154362,-1.596542449,0.788595267,2.423203479,-1.395183286,5.514503098,3.060124956,0.923943324,3.262214275,2.907710005,1995
Climate,1/1/1996,2.375102551,3.489344566,-0.945222709,0.926287751,6.063963363,0.585883967,2.540561608,2.880635372,3.464504363,2.403647596,2.976380964,1.926209547,3.098191867,2.081170249,0.783074557,0.898580515,2.456945232,6.797812155,2.778580797,2.664090598,-0.586169358,3.149915464,2.841173727,2.481101563,5.45836059,1.484926721,2.693884973,4.584278858,6.995950233,2.964585168,7.299411335,2.491488648,2.546853715,1.946858499,6.568069959,-0.968989619,1.801302979,2.469300204,-0.177568514,5.720632119,3.543210325,2.050853056,3.351178563,2.8448899,1996
Climate,2/1/1996,2.200078224,3.468205653,-0.088913161,1.211597528,7.168899089,1.276228609,2.227886011,2.743175064,4.390557268,2.586948483,3.741898749,1.997541949,2.710370034,1.864371003,1.190622848,1.287382851,2.566240391,7.410644913,2.739918123,2.49775523,-0.007963652,3.127381524,2.713949353,2.275068953,5.831141706,1.489218064,2.559574572,5.683674194,8.135040317,3.146494391,8.260858388,2.19522185,2.583997738,1.830580079,7.85047789,0.045309208,1.811863408,2.270842285,0.588920146,6.458148193,3.602954468,2.136083706,3.277261432,2.637203746,1996
Climate,3/1/1996,1.967499347,2.580011312,-0.172365479,1.424824873,6.126169476,1.014427234,2.028000367,2.213326831,3.459026014,2.552734843,2.868867621,1.896552812,2.497662673,1.754320821,1.451141771,1.3348157,2.636557742,6.323272363,2.699045829,2.30982443,-0.231578824,3.168892576,2.175459331,2.184820699,4.924407117,1.192860196,2.448778866,4.662502854,6.96441565,3.04166884,7.039946624,1.773069921,2.57651143,1.513342573,6.84612762,-0.179376508,1.39570339,1.89671423,0.484188405,5.436343764,3.686740815,2.130321512,2.71464672,1.86445613,1996
Climate,4/1/1996,2.06517367,2.974986183,-0.194958051,1.170761778,7.097926092,0.348361761,1.68722168,2.370904242,4.315265777,2.252801308,3.587356854,1.618965802,2.337649703,1.951663572,1.127572914,0.724954176,2.548262367,7.278490108,2.679483234,2.271060176,-0.221453302,3.034809382,2.602845937,1.859921693,5.538923299,0.297074619,1.929621122,5.599466861,7.976567707,3.110771764,8.018738967,1.223969064,2.532529065,0.722270218,8.001869259,-0.407155547,0.94169354,2.140271696,-0.125553083,6.341165754,3.403013662,1.676038539,2.947122363,2.240575324,1996
Climate,5/1/1996,2.763586353,4.076642321,1.477758704,2.396620561,7.369676614,1.641736519,2.315244311,3.158789869,5.082924936,3.289389943,4.595963025,2.261203982,2.834692311,2.644121921,2.54774166,1.556239478,3.467246864,7.662735304,3.255160234,2.828907643,1.582427475,4.276469788,3.446774,2.330038039,6.338384902,1.580329691,2.541556491,6.013435496,8.274992116,3.718258446,8.517483936,1.802078225,3.604921,1.558704488,8.887336886,1.219908297,1.591639133,2.905869714,1.252912623,6.747094466,4.644002413,2.181941269,3.860451583,3.146847224,1996
Climate,6/1/1996,1.939962229,3.604503525,-0.030688621,1.846925195,6.600703033,-0.219167953,1.241219954,2.854757043,4.903411207,2.275229344,4.46974517,0.611826223,2.202309086,1.693892298,2.048490254,-0.145928751,2.422252482,6.671447361,2.330035593,2.202696919,0.402659221,3.818971763,2.936126006,1.46613791,5.464356171,-0.865479225,1.634389604,5.687184423,7.441230998,2.558352146,7.405897923,0.886730772,2.966513262,0.079411059,8.891997155,-0.799033153,0.30361756,1.979616669,-0.845228589,5.908698823,4.191866221,1.155399073,3.073402501,2.597785022,1996
Climate,7/1/1996,1.590956938,3.049199276,0.188774269,1.785680045,6.153510243,-0.45803916,0.565836829,2.256059221,4.884931999,1.632972311,4.401839324,-0.680953497,1.604893624,1.335102159,1.711985874,-0.709469732,1.178536324,5.782982444,1.10912721,1.705886647,0.866067486,2.884951274,2.518756486,1.047479831,4.437614751,-1.393938918,1.296527075,5.531741831,6.893692761,1.149719034,6.542472154,0.274663453,2.192036017,-0.403340853,8.065036914,-0.409984301,-0.226901985,1.633265616,-1.019886468,5.404111506,3.295395028,0.668321386,2.318782054,2.187846636,1996
Climate,8/1/1996,0.508624656,2.143764271,-1.349011873,0.133836751,4.86245962,-1.518672612,-0.823281523,1.354845435,3.858653799,0.445536939,3.3732033,-1.873879715,0.215945881,0.220738131,-0.285399075,-1.893568109,-0.468716848,4.46709095,-0.396614056,0.734519256,-0.814955284,1.681934065,1.726612133,-0.608706602,3.25849269,-2.199089389,-0.229301017,4.423239481,5.495857257,-0.435290916,5.10494637,-1.41787439,0.807916532,-1.635787645,6.622471064,-1.592258401,-1.41346506,0.867620211,-1.805770386,4.168878502,2.080599266,-1.069765983,1.356479694,1.263266414,1996
Climate,9/1/1996,-0.217430924,1.76534491,-1.392697663,-0.609272463,4.344799605,-1.690322398,-1.612532054,0.627117861,3.44824178,0.071685535,3.009117234,-2.124673167,-1.51884507,-0.317947177,-0.626520643,-2.069045603,-1.484122351,3.911820381,-1.506866115,-0.592295437,-1.12351485,1.158495269,1.454697094,-1.675429158,2.725611548,-2.231543593,-1.598965019,3.975290723,4.908396257,-1.449998015,4.519261211,-1.685395073,0.439116737,-1.805886487,5.917203218,-1.642739973,-1.728576279,0.513670947,-1.799137637,3.675523475,1.583872852,-1.893715442,0.89225425,1.030118693,1996
Climate,10/1/1996,0.167085424,2.049264457,-1.390511667,-0.639960562,5.138763424,-1.810840125,-1.394279694,0.912438415,4.379293465,-0.853559787,3.878693512,-2.132093654,-1.118503226,-0.02547338,-1.101487827,-1.773709044,-1.820635412,4.17152397,-1.473078157,-0.150050556,-0.95866507,0.350565147,1.624422199,-1.099525178,2.784710764,-2.285000957,-1.155433073,4.96332275,5.467692703,-1.798109879,4.823329107,-1.320342374,-0.106565667,-1.558518289,6.166829601,-1.502502835,-1.166575662,0.714159044,-1.74207378,4.382625616,1.077119925,-1.331039671,1.136149734,1.270725208,1996
Climate,11/1/1996,-0.014946681,2.049518421,-1.404641383,-0.00670038,6.165845593,-1.814925884,-1.32579447,0.743580982,5.884623102,-0.550354882,5.550071566,-2.007163524,-1.031817359,-0.389902075,-0.774353419,-1.845006505,-1.344820027,4.987814279,-1.235750057,-0.205851266,-0.809825346,0.923314102,1.369484447,-0.995766782,3.173009562,-2.096256414,-1.108547571,6.155956593,6.295162415,-1.367943125,5.330080894,-1.292367026,0.199701756,-1.580754885,6.588648162,-1.544646886,-1.29650325,0.502022771,-1.837838086,5.593276552,1.470770182,-1.400149654,1.10686674,1.223840665,1996
Climate,12/1/1996,1.800901197,4.031825111,1.627432419,1.855480204,8.06472509,1.79325089,2.360156779,2.956881084,7.70213063,2.416627988,7.176901418,1.488616276,2.640488698,1.431250401,2.020310574,1.507897859,1.499219199,6.655448963,1.875814781,2.403378531,1.342388188,3.545729269,3.149247344,2.473731044,4.640787114,1.3066247,2.356880528,8.255167556,8.049765952,0.622806325,6.786862902,2.519438053,2.795387843,2.070903022,8.008035507,1.381773275,1.325852697,2.397960786,1.686760139,7.212221836,3.542558738,1.905136458,2.972305633,3.333055688,1996
Climate,1/1/1997,3.08225307,4.655298549,3.383660755,3.378690521,8.316257219,3.40644484,3.601651996,4.012853882,7.280651797,4.153985829,6.683140222,3.099168467,3.884397255,2.868343297,3.767555355,2.895811993,3.516982632,7.209649268,3.237105696,3.695206023,3.016988604,5.094704254,4.230467662,3.726895001,5.356233328,2.972496625,3.708365215,8.30322323,8.586480182,2.700329955,7.644038565,3.786182212,4.493158922,3.32255724,8.78149974,3.048806869,2.772914356,3.562914955,3.188103214,7.093409919,5.168308665,3.170948521,3.733215741,3.991997297,1997
Climate,2/1/1997,2.412528289,3.688239893,2.750275018,3.105953484,7.740589728,2.814811116,2.493606692,3.175106792,6.427491684,3.751922304,5.841078994,2.425210947,2.842765782,2.067514028,3.232838103,2.286359747,3.579011838,6.751602443,2.416639454,2.889449858,2.530717102,4.848036522,3.349228139,2.76569211,4.878856044,3.031815777,2.764738502,7.609558184,8.070498258,2.363990742,7.280192067,2.673105033,4.426959915,2.389585721,8.324232269,2.378854595,2.027867836,2.633614257,2.447486926,6.478854538,4.846332997,2.515225852,2.841279588,2.928954711,1997
Climate,3/1/1997,1.913610883,3.000430202,1.895515606,2.649577282,8.046435523,2.142271003,1.595622386,2.272689526,7.034946164,3.35859031,6.508631192,1.890120267,2.010879538,1.409342445,2.73349214,1.40164578,3.463604191,7.139819541,1.860733736,2.097610378,1.562426697,4.558627611,2.384184309,1.815237146,5.009234351,2.633704193,1.638328091,7.989965974,8.25996989,2.163516021,7.435789207,1.386773726,4.127785587,1.196149097,8.428045588,1.359612386,0.874891758,1.796989711,1.453287903,7.054615163,4.550104108,1.623907833,2.385911066,1.934671677,1997
Climate,4/1/1997,2.031549065,3.021737198,2.078062667,3.106788245,8.573264453,2.03702406,1.319760663,2.270852819,7.36894836,3.527627198,6.88059486,1.960783875,2.075351337,1.163200163,3.044115986,1.086636176,3.748927106,7.756531198,1.988392829,2.053497062,1.835034447,4.572659187,2.330704866,1.448053732,5.441267628,2.823686503,1.238605213,8.338658132,8.799022462,2.450420317,7.928058404,0.804592838,4.229621157,0.533666836,9.021524246,1.335850264,0.205509133,1.559655455,1.160443962,7.670800567,4.690068983,1.38641566,2.450282061,1.879941682,1997
Climate,5/1/1997,1.648010674,2.428608576,1.998401684,3.502720509,7.916795299,1.557938563,-0.04621607,1.902247334,7.208903234,3.372927931,6.783635464,1.328111503,1.556127312,0.428964453,3.135552266,-0.18599137,3.810224581,6.91003652,1.249626288,1.570191054,1.885468265,4.470112653,1.920310474,0.533311976,4.728953097,2.414431521,-1.551548674,7.950962724,7.986800713,2.128767551,6.928316418,-2.136768313,4.249757789,-1.731036801,8.652917224,0.897392437,-0.98117565,0.986869951,0.137393502,7.056349495,4.4690021,-0.088122392,1.920082372,1.292742787,1997
Climate,6/1/1997,1.78745963,2.427907252,2.401131477,3.885376053,7.385798731,2.161173824,0.412138668,1.962123759,6.841602351,3.849743084,6.441229305,1.897374985,1.680058756,0.611010152,3.49957005,0.519609185,4.165120281,6.423702259,1.392239111,1.689165803,2.183802761,4.79848459,1.92767763,0.912827694,4.531026822,3.042345432,-0.834778558,7.549120849,7.395511477,2.316887702,6.297905892,-1.382841715,4.663078643,-0.878490128,8.442050074,1.335976369,-0.329179844,1.100982028,0.856407994,6.574040529,4.868305096,0.533080332,2.029717908,1.32964907,1997
Climate,7/1/1997,2.207103203,3.00483989,3.112481988,4.315333601,7.590858046,2.932436657,0.988645855,2.323721225,7.248761279,4.62264209,6.891233667,2.354414156,1.82753112,1.351762979,4.187817842,1.669222933,4.642635843,6.667527616,1.678317283,1.936948784,2.719150145,5.585048335,2.417728892,1.138931944,4.911485236,3.725389855,-0.434843571,7.848410707,7.618600561,2.656225379,6.508259022,-0.92558121,5.398768308,-0.048412527,8.773198043,2.189095808,0.664704026,1.839748919,2.093132589,6.78436328,5.790443666,1.34958764,2.54106277,2.133572638,1997
Climate,8/1/1997,1.825460258,2.568337249,3.281834281,4.788854838,6.924912992,3.035033276,0.799273628,2.001668231,6.60772635,4.896894378,6.23686763,2.272860588,1.468207015,0.892075113,4.456168769,1.380702692,4.633873721,6.145956133,1.472868189,1.563004562,3.16762016,5.696144609,2.025661001,0.786152754,4.350794985,3.832259625,-0.626066683,7.205296694,6.869103311,2.410332889,5.766053466,-1.021289184,5.483277332,-0.171174041,7.691931076,2.399370582,0.158734209,1.422382155,2.137033424,6.246938663,6.162351423,0.815450027,2.211892439,1.688012443,1997
Climate,9/1/1997,1.57926962,2.257930349,3.519694714,5.10094168,6.553838739,3.174033633,1.067687963,1.715783874,6.716512836,4.872447027,6.498672097,2.271130515,1.339432916,0.762993988,4.599295256,1.94964625,4.188648628,5.763925937,1.360498675,1.399162514,3.457588708,5.269765345,1.733869164,0.891058461,4.061612054,3.553580601,0.503900946,6.998564007,6.452738428,2.221214886,5.434008651,-0.355439175,5.154040937,1.28839203,7.156945333,2.710274699,0.313631669,1.211191401,2.537004231,6.013863295,5.924060173,1.331296659,2.046199647,1.4105334,1997
Climate,10/1/1997,1.237957953,1.984465295,3.294987545,4.504457496,6.872943852,3.24562927,1.686464192,1.632911313,6.903512776,4.685633551,6.794073443,2.727480175,1.624217672,0.105721119,4.2165602,1.962098457,4.517299537,6.125064958,2.031801831,1.425709869,3.01564815,5.268112839,1.386339603,1.152992622,4.275564981,3.829214,1.168035407,7.196907475,6.840457466,2.834642948,5.806033922,1.115027085,5.155909946,1.616646231,7.39224346,2.490904484,0.043047205,0.765303462,2.521197014,6.407214792,5.752246642,1.437574643,2.061211381,1.059416613,1997
Climate,11/1/1997,0.060959323,1.30561741,2.442892103,3.698151848,6.38843874,2.405069939,0.578108997,0.725745222,6.106757122,3.721943395,6.0300046,2.023511249,0.305997166,-0.767927791,3.304335267,1.082898442,3.752355579,5.620665995,1.284252492,-0.281188752,2.326421309,4.267229804,0.425796405,-1.015675249,3.735966556,3.142965153,-0.791049219,6.534622198,6.317190389,2.308495936,5.288017456,-0.853192785,4.211390642,0.274680546,6.659146866,1.644924442,-1.094346665,-0.299883404,1.621495416,5.959801281,4.692374805,-0.175517423,1.460710998,-0.235655808,1997
